source_id,target_id,relationship,weight,label,bidirectional
tool_29,subcat_19,CLASSIFIED_AS,1,classified as,0
tool_29,subcat_3,CLASSIFIED_AS,1,classified as,0
tool_30,subcat_11,CLASSIFIED_AS,1,classified as,0
tool_30,subcat_9,CLASSIFIED_AS,1,classified as,0
tool_31,subcat_20,CLASSIFIED_AS,1,classified as,0
tool_32,subcat_17,CLASSIFIED_AS,1,classified as,0
tool_33,subcat_20,CLASSIFIED_AS,1,classified as,0
tool_34,subcat_7,CLASSIFIED_AS,1,classified as,0
tool_35,subcat_3,CLASSIFIED_AS,1,classified as,0
tool_36,subcat_5,CLASSIFIED_AS,1,classified as,0
tool_36,subcat_8,CLASSIFIED_AS,1,classified as,0
tool_37,subcat_6,CLASSIFIED_AS,1,classified as,0
tool_37,subcat_8,CLASSIFIED_AS,1,classified as,0
tool_38,subcat_23,CLASSIFIED_AS,1,classified as,0
tool_38,subcat_13,CLASSIFIED_AS,1,classified as,0
tool_39,subcat_20,CLASSIFIED_AS,1,classified as,0
tool_40,subcat_17,CLASSIFIED_AS,1,classified as,0
tool_41,subcat_17,CLASSIFIED_AS,1,classified as,0
tool_42,subcat_17,CLASSIFIED_AS,1,classified as,0
tool_42,subcat_13,CLASSIFIED_AS,1,classified as,0
tool_43,subcat_17,CLASSIFIED_AS,1,classified as,0
tool_44,subcat_20,CLASSIFIED_AS,1,classified as,0
tool_45,subcat_20,CLASSIFIED_AS,1,classified as,0
tool_45,subcat_3,CLASSIFIED_AS,1,classified as,0
tool_46,subcat_7,CLASSIFIED_AS,1,classified as,0
tool_47,subcat_7,CLASSIFIED_AS,1,classified as,0
tool_48,subcat_7,CLASSIFIED_AS,1,classified as,0
tool_49,subcat_20,CLASSIFIED_AS,1,classified as,0
tool_50,subcat_13,CLASSIFIED_AS,1,classified as,0
tool_51,subcat_8,CLASSIFIED_AS,1,classified as,0
tool_51,subcat_7,CLASSIFIED_AS,1,classified as,0
tool_52,subcat_23,CLASSIFIED_AS,1,classified as,0
tool_53,subcat_11,CLASSIFIED_AS,1,classified as,0
tool_53,subcat_7,CLASSIFIED_AS,1,classified as,0
tool_54,subcat_17,CLASSIFIED_AS,1,classified as,0
tool_54,subcat_3,CLASSIFIED_AS,1,classified as,0
tool_55,subcat_22,CLASSIFIED_AS,1,classified as,0
tool_55,subcat_8,CLASSIFIED_AS,1,classified as,0
tool_56,subcat_8,CLASSIFIED_AS,1,classified as,0
tool_56,subcat_10,CLASSIFIED_AS,1,classified as,0
tool_57,subcat_3,CLASSIFIED_AS,1,classified as,0
tool_57,subcat_11,CLASSIFIED_AS,1,classified as,0
tool_57,subcat_7,CLASSIFIED_AS,1,classified as,0
tool_58,subcat_9,CLASSIFIED_AS,1,classified as,0
tool_58,subcat_3,CLASSIFIED_AS,1,classified as,0
tool_59,subcat_13,CLASSIFIED_AS,1,classified as,0
tool_59,subcat_23,CLASSIFIED_AS,1,classified as,0
tool_60,subcat_3,CLASSIFIED_AS,1,classified as,0
tool_60,subcat_7,CLASSIFIED_AS,1,classified as,0
tool_61,subcat_13,CLASSIFIED_AS,1,classified as,0
tool_61,subcat_7,CLASSIFIED_AS,1,classified as,0
tool_62,subcat_17,CLASSIFIED_AS,1,classified as,0
tool_62,subcat_8,CLASSIFIED_AS,1,classified as,0
tool_63,subcat_17,CLASSIFIED_AS,1,classified as,0
tool_63,subcat_11,CLASSIFIED_AS,1,classified as,0
tool_64,subcat_16,CLASSIFIED_AS,1,classified as,0
tool_65,subcat_19,CLASSIFIED_AS,1,classified as,0
tool_65,subcat_15,CLASSIFIED_AS,1,classified as,0
tool_66,subcat_21,CLASSIFIED_AS,1,classified as,0
tool_66,subcat_12,CLASSIFIED_AS,1,classified as,0
tool_67,subcat_15,CLASSIFIED_AS,1,classified as,0
tool_67,subcat_2,CLASSIFIED_AS,1,classified as,0
tool_68,subcat_16,CLASSIFIED_AS,1,classified as,0
tool_68,subcat_17,CLASSIFIED_AS,1,classified as,0
tool_69,subcat_13,CLASSIFIED_AS,1,classified as,0
tool_69,subcat_16,CLASSIFIED_AS,1,classified as,0
tool_70,subcat_17,CLASSIFIED_AS,1,classified as,0
tool_70,subcat_8,CLASSIFIED_AS,1,classified as,0
tool_71,subcat_8,CLASSIFIED_AS,1,classified as,0
tool_71,subcat_1,CLASSIFIED_AS,1,classified as,0
tool_72,subcat_21,CLASSIFIED_AS,1,classified as,0
tool_72,subcat_12,CLASSIFIED_AS,1,classified as,0
tool_73,subcat_15,CLASSIFIED_AS,1,classified as,0
tool_74,subcat_17,CLASSIFIED_AS,1,classified as,0
tool_74,subcat_0,CLASSIFIED_AS,1,classified as,0
tool_75,subcat_13,CLASSIFIED_AS,1,classified as,0
tool_75,subcat_9,CLASSIFIED_AS,1,classified as,0
tool_76,subcat_21,CLASSIFIED_AS,1,classified as,0
tool_76,subcat_12,CLASSIFIED_AS,1,classified as,0
tool_77,subcat_23,CLASSIFIED_AS,1,classified as,0
tool_77,subcat_3,CLASSIFIED_AS,1,classified as,0
tool_78,subcat_13,CLASSIFIED_AS,1,classified as,0
tool_78,subcat_17,CLASSIFIED_AS,1,classified as,0
tool_79,subcat_11,CLASSIFIED_AS,1,classified as,0
tool_79,subcat_3,CLASSIFIED_AS,1,classified as,0
tool_80,subcat_11,CLASSIFIED_AS,1,classified as,0
tool_80,subcat_0,CLASSIFIED_AS,1,classified as,0
tool_81,subcat_22,CLASSIFIED_AS,1,classified as,0
tool_81,subcat_8,CLASSIFIED_AS,1,classified as,0
tool_82,subcat_15,CLASSIFIED_AS,1,classified as,0
tool_83,subcat_15,CLASSIFIED_AS,1,classified as,0
tool_83,subcat_13,CLASSIFIED_AS,1,classified as,0
tool_84,subcat_19,CLASSIFIED_AS,1,classified as,0
tool_84,subcat_4,CLASSIFIED_AS,1,classified as,0
tool_85,subcat_9,CLASSIFIED_AS,1,classified as,0
tool_85,subcat_4,CLASSIFIED_AS,1,classified as,0
tool_86,subcat_15,CLASSIFIED_AS,1,classified as,0
tool_86,subcat_14,CLASSIFIED_AS,1,classified as,0
tool_87,subcat_23,CLASSIFIED_AS,1,classified as,0
tool_88,subcat_8,CLASSIFIED_AS,1,classified as,0
tool_88,subcat_1,CLASSIFIED_AS,1,classified as,0
tool_89,subcat_20,CLASSIFIED_AS,1,classified as,0
tool_89,subcat_24,CLASSIFIED_AS,1,classified as,0
tool_90,subcat_11,CLASSIFIED_AS,1,classified as,0
tool_90,subcat_18,CLASSIFIED_AS,1,classified as,0
tool_91,subcat_10,CLASSIFIED_AS,1,classified as,0
tool_91,subcat_9,CLASSIFIED_AS,1,classified as,0
tool_92,subcat_7,CLASSIFIED_AS,1,classified as,0
tool_92,subcat_8,CLASSIFIED_AS,1,classified as,0
tool_93,subcat_11,CLASSIFIED_AS,1,classified as,0
tool_93,subcat_3,CLASSIFIED_AS,1,classified as,0
tool_94,subcat_2,CLASSIFIED_AS,1,classified as,0
tool_94,subcat_22,CLASSIFIED_AS,1,classified as,0
tool_94,subcat_9,CLASSIFIED_AS,1,classified as,0
tool_95,subcat_17,CLASSIFIED_AS,1,classified as,0
tool_95,subcat_0,CLASSIFIED_AS,1,classified as,0
tool_96,subcat_7,CLASSIFIED_AS,1,classified as,0
tool_96,subcat_23,CLASSIFIED_AS,1,classified as,0
tool_97,subcat_7,CLASSIFIED_AS,1,classified as,0
tool_97,subcat_24,CLASSIFIED_AS,1,classified as,0
tool_98,subcat_3,CLASSIFIED_AS,1,classified as,0
tool_99,subcat_15,CLASSIFIED_AS,1,classified as,0
tool_99,subcat_2,CLASSIFIED_AS,1,classified as,0
tool_100,subcat_20,CLASSIFIED_AS,1,classified as,0
tool_100,subcat_13,CLASSIFIED_AS,1,classified as,0
tool_101,subcat_21,CLASSIFIED_AS,1,classified as,0
tool_101,subcat_8,CLASSIFIED_AS,1,classified as,0
tool_101,subcat_12,CLASSIFIED_AS,1,classified as,0
tool_102,subcat_22,CLASSIFIED_AS,1,classified as,0
tool_102,subcat_23,CLASSIFIED_AS,1,classified as,0
tool_103,subcat_3,CLASSIFIED_AS,1,classified as,0
tool_103,subcat_5,CLASSIFIED_AS,1,classified as,0
tool_104,subcat_9,CLASSIFIED_AS,1,classified as,0
tool_104,subcat_23,CLASSIFIED_AS,1,classified as,0
tool_105,subcat_7,CLASSIFIED_AS,1,classified as,0
tool_105,subcat_3,CLASSIFIED_AS,1,classified as,0
tool_106,subcat_9,CLASSIFIED_AS,1,classified as,0
tool_106,subcat_2,CLASSIFIED_AS,1,classified as,0
tool_107,subcat_15,CLASSIFIED_AS,1,classified as,0
tool_107,subcat_10,CLASSIFIED_AS,1,classified as,0
tool_107,subcat_23,CLASSIFIED_AS,1,classified as,0
tool_108,subcat_23,CLASSIFIED_AS,1,classified as,0
tool_109,subcat_19,CLASSIFIED_AS,1,classified as,0
tool_109,subcat_15,CLASSIFIED_AS,1,classified as,0
tool_109,subcat_2,CLASSIFIED_AS,1,classified as,0
tool_110,subcat_17,CLASSIFIED_AS,1,classified as,0
tool_110,subcat_0,CLASSIFIED_AS,1,classified as,0
tool_110,subcat_7,CLASSIFIED_AS,1,classified as,0
tool_111,subcat_10,CLASSIFIED_AS,1,classified as,0
tool_111,subcat_2,CLASSIFIED_AS,1,classified as,0
tool_111,subcat_23,CLASSIFIED_AS,1,classified as,0
paper_0,person_83,WRITTEN_BY,3,written by,0
paper_1,person_83,WRITTEN_BY,3,written by,0
paper_2,person_83,WRITTEN_BY,3,written by,0
paper_3,person_83,WRITTEN_BY,3,written by,0
paper_4,person_83,WRITTEN_BY,3,written by,0
paper_5,person_83,WRITTEN_BY,3,written by,0
paper_6,person_17,WRITTEN_BY,3,written by,0
paper_7,person_89,WRITTEN_BY,3,written by,0
paper_8,person_127,WRITTEN_BY,3,written by,0
paper_9,company_14,WRITTEN_BY,3,written by,0
paper_10,person_62,WRITTEN_BY,3,written by,0
paper_11,person_35,WRITTEN_BY,3,written by,0
paper_12,person_38,WRITTEN_BY,3,written by,0
paper_13,person_131,WRITTEN_BY,3,written by,0
paper_14,person_21,WRITTEN_BY,3,written by,0
paper_15,person_39,WRITTEN_BY,3,written by,0
paper_16,person_69,WRITTEN_BY,3,written by,0
paper_17,person_56,WRITTEN_BY,3,written by,0
paper_6,subcat_8,COVERS_TOPIC,2,covers topic,0
paper_7,subcat_21,COVERS_TOPIC,2,covers topic,0
paper_8,subcat_15,COVERS_TOPIC,2,covers topic,0
paper_9,subcat_10,COVERS_TOPIC,2,covers topic,0
paper_10,subcat_14,COVERS_TOPIC,2,covers topic,0
paper_11,subcat_2,COVERS_TOPIC,2,covers topic,0
paper_12,subcat_19,COVERS_TOPIC,2,covers topic,0
paper_13,subcat_2,COVERS_TOPIC,2,covers topic,0
paper_14,subcat_21,COVERS_TOPIC,2,covers topic,0
paper_15,subcat_14,COVERS_TOPIC,2,covers topic,0
paper_16,subcat_10,COVERS_TOPIC,2,covers topic,0
paper_17,subcat_14,COVERS_TOPIC,2,covers topic,0
collection_0,collection_1,INCLUDES,3,includes,0
collection_0,collection_2,INCLUDES,3,includes,0
collection_0,collection_3,INCLUDES,3,includes,0
collection_0,collection_4,INCLUDES,3,includes,0
collection_0,collection_5,INCLUDES,3,includes,0
collection_0,collection_6,INCLUDES,3,includes,0
collection_0,collection_7,INCLUDES,3,includes,0
collection_0,collection_8,INCLUDES,3,includes,0
collection_0,collection_9,INCLUDES,3,includes,0
collection_10,collection_11,INCLUDES,3,includes,0
collection_10,collection_12,INCLUDES,3,includes,0
collection_12,program_58,SAME_AS,2,same as,0
collection_10,collection_13,INCLUDES,3,includes,0
collection_10,collection_14,INCLUDES,3,includes,0
collection_10,collection_15,INCLUDES,3,includes,0
collection_10,collection_16,INCLUDES,3,includes,0
collection_10,collection_17,INCLUDES,3,includes,0
collection_10,collection_18,INCLUDES,3,includes,0
collection_10,collection_19,INCLUDES,3,includes,0
collection_19,program_77,SAME_AS,2,same as,0
collection_10,collection_20,INCLUDES,3,includes,0
collection_21,collection_22,INCLUDES,3,includes,0
collection_22,program_55,SAME_AS,2,same as,0
collection_21,collection_23,INCLUDES,3,includes,0
collection_21,collection_24,INCLUDES,3,includes,0
collection_21,collection_25,INCLUDES,3,includes,0
collection_25,program_32,SAME_AS,2,same as,0
collection_21,collection_26,INCLUDES,3,includes,0
collection_26,tool_84,SAME_AS,2,same as,0
collection_21,collection_27,INCLUDES,3,includes,0
collection_21,collection_28,INCLUDES,3,includes,0
collection_21,collection_29,INCLUDES,3,includes,0
collection_21,collection_30,INCLUDES,3,includes,0
collection_21,collection_31,INCLUDES,3,includes,0
otros_0,person_2,POSTED_BY,1,posted by,0
otros_1,person_20,POSTED_BY,1,posted by,0
otros_2,person_32,POSTED_BY,1,posted by,0
otros_3,person_32,POSTED_BY,1,posted by,0
otros_4,person_32,POSTED_BY,1,posted by,0
otros_5,person_101,POSTED_BY,1,posted by,0
otros_6,person_4,POSTED_BY,1,posted by,0
otros_7,company_120,POSTED_BY,1,posted by,0
otros_8,person_100,POSTED_BY,1,posted by,0
otros_9,person_102,POSTED_BY,1,posted by,0
otros_10,company_244,POSTED_BY,1,posted by,0
otros_11,company_193,POSTED_BY,1,posted by,0
otros_12,person_78,POSTED_BY,1,posted by,0
otros_13,person_78,POSTED_BY,1,posted by,0
otros_14,person_96,POSTED_BY,1,posted by,0
otros_15,person_46,POSTED_BY,1,posted by,0
otros_16,person_129,POSTED_BY,1,posted by,0
otros_17,person_3,POSTED_BY,1,posted by,0
otros_18,person_3,POSTED_BY,1,posted by,0
otros_19,person_27,POSTED_BY,1,posted by,0
otros_20,person_118,POSTED_BY,1,posted by,0
otros_21,person_36,POSTED_BY,1,posted by,0
otros_22,person_83,POSTED_BY,1,posted by,0
otros_23,company_193,POSTED_BY,1,posted by,0
otros_24,person_99,POSTED_BY,1,posted by,0
otros_25,person_43,POSTED_BY,1,posted by,0
otros_26,company_22,POSTED_BY,1,posted by,0
otros_27,person_133,POSTED_BY,1,posted by,0
otros_28,person_77,POSTED_BY,1,posted by,0
otros_29,person_55,POSTED_BY,1,posted by,0
otros_30,company_59,POSTED_BY,1,posted by,0
otros_31,person_66,POSTED_BY,1,posted by,0
otros_32,person_87,POSTED_BY,1,posted by,0
otros_33,person_6,POSTED_BY,1,posted by,0
otros_34,company_4,POSTED_BY,1,posted by,0
otros_35,person_94,POSTED_BY,1,posted by,0
otros_36,company_2,POSTED_BY,1,posted by,0
otros_37,person_105,POSTED_BY,1,posted by,0
otros_38,person_83,POSTED_BY,1,posted by,0
otros_39,person_91,POSTED_BY,1,posted by,0
otros_40,person_63,POSTED_BY,1,posted by,0
otros_41,person_27,POSTED_BY,1,posted by,0
otros_42,person_64,POSTED_BY,1,posted by,0
otros_43,person_0,POSTED_BY,1,posted by,0
otros_44,person_121,POSTED_BY,1,posted by,0
otros_45,person_52,POSTED_BY,1,posted by,0
otros_46,person_117,POSTED_BY,1,posted by,0
otros_47,person_73,POSTED_BY,1,posted by,0
otros_48,person_70,POSTED_BY,1,posted by,0
otros_49,person_28,POSTED_BY,1,posted by,0
otros_50,person_114,POSTED_BY,1,posted by,0
otros_51,person_51,POSTED_BY,1,posted by,0
otros_52,person_60,POSTED_BY,1,posted by,0
otros_53,person_42,POSTED_BY,1,posted by,0
otros_54,company_23,POSTED_BY,1,posted by,0
otros_55,person_71,POSTED_BY,1,posted by,0
otros_56,person_74,POSTED_BY,1,posted by,0
tool_94,tool_0,SIMILAR_PURPOSE,1,similar purpose,0
tool_94,tool_10,SIMILAR_PURPOSE,1,similar purpose,0
tool_94,tool_11,SIMILAR_PURPOSE,1,similar purpose,0
tool_94,tool_25,SIMILAR_PURPOSE,1,similar purpose,0
tool_94,tool_55,SIMILAR_PURPOSE,1,similar purpose,0
tool_94,tool_81,SIMILAR_PURPOSE,1,similar purpose,0
tool_94,tool_102,SIMILAR_PURPOSE,1,similar purpose,0
tool_56,tool_0,SIMILAR_PURPOSE,1,similar purpose,0
tool_56,tool_2,SIMILAR_PURPOSE,1,similar purpose,0
tool_56,tool_11,SIMILAR_PURPOSE,1,similar purpose,0
tool_56,tool_16,SIMILAR_PURPOSE,1,similar purpose,0
tool_56,tool_18,SIMILAR_PURPOSE,1,similar purpose,0
tool_56,tool_27,SIMILAR_PURPOSE,1,similar purpose,0
tool_56,tool_36,SIMILAR_PURPOSE,1,similar purpose,0
tool_56,tool_37,SIMILAR_PURPOSE,1,similar purpose,0
tool_56,tool_51,SIMILAR_PURPOSE,1,similar purpose,0
tool_56,tool_55,SIMILAR_PURPOSE,1,similar purpose,0
tool_56,tool_62,SIMILAR_PURPOSE,1,similar purpose,0
tool_56,tool_70,SIMILAR_PURPOSE,1,similar purpose,0
tool_56,tool_71,SIMILAR_PURPOSE,1,similar purpose,0
tool_56,tool_81,SIMILAR_PURPOSE,1,similar purpose,0
tool_56,tool_88,SIMILAR_PURPOSE,1,similar purpose,0
tool_56,tool_92,SIMILAR_PURPOSE,1,similar purpose,0
tool_56,tool_101,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_1,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_7,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_8,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_23,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_30,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_58,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_85,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_91,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_94,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_104,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_106,SIMILAR_PURPOSE,1,similar purpose,0
tool_7,tool_1,SIMILAR_PURPOSE,1,similar purpose,0
tool_7,tool_9,SIMILAR_PURPOSE,1,similar purpose,0
tool_7,tool_14,SIMILAR_PURPOSE,1,similar purpose,0
tool_7,tool_15,SIMILAR_PURPOSE,1,similar purpose,0
tool_7,tool_16,SIMILAR_PURPOSE,1,similar purpose,0
tool_7,tool_18,SIMILAR_PURPOSE,1,similar purpose,0
tool_7,tool_90,SIMILAR_PURPOSE,1,similar purpose,0
tool_109,tool_2,SIMILAR_PURPOSE,1,similar purpose,0
tool_109,tool_5,SIMILAR_PURPOSE,1,similar purpose,0
tool_109,tool_12,SIMILAR_PURPOSE,1,similar purpose,0
tool_109,tool_29,SIMILAR_PURPOSE,1,similar purpose,0
tool_109,tool_65,SIMILAR_PURPOSE,1,similar purpose,0
tool_109,tool_84,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_3,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_13,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_19,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_25,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_38,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_42,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_50,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_59,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_61,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_69,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_78,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_83,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_100,SIMILAR_PURPOSE,1,similar purpose,0
tool_76,tool_3,SIMILAR_PURPOSE,1,similar purpose,0
tool_76,tool_4,SIMILAR_PURPOSE,1,similar purpose,0
tool_76,tool_27,SIMILAR_PURPOSE,1,similar purpose,0
tool_76,tool_28,SIMILAR_PURPOSE,1,similar purpose,0
tool_76,tool_66,SIMILAR_PURPOSE,1,similar purpose,0
tool_76,tool_72,SIMILAR_PURPOSE,1,similar purpose,0
tool_76,tool_101,SIMILAR_PURPOSE,1,similar purpose,0
tool_67,tool_3,SIMILAR_PURPOSE,1,similar purpose,0
tool_67,tool_9,SIMILAR_PURPOSE,1,similar purpose,0
tool_67,tool_14,SIMILAR_PURPOSE,1,similar purpose,0
tool_67,tool_22,SIMILAR_PURPOSE,1,similar purpose,0
tool_67,tool_94,SIMILAR_PURPOSE,1,similar purpose,0
tool_67,tool_99,SIMILAR_PURPOSE,1,similar purpose,0
tool_67,tool_106,SIMILAR_PURPOSE,1,similar purpose,0
tool_67,tool_109,SIMILAR_PURPOSE,1,similar purpose,0
tool_67,tool_111,SIMILAR_PURPOSE,1,similar purpose,0
tool_86,tool_5,SIMILAR_PURPOSE,1,similar purpose,0
tool_86,tool_6,SIMILAR_PURPOSE,1,similar purpose,0
tool_86,tool_12,SIMILAR_PURPOSE,1,similar purpose,0
tool_86,tool_29,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_6,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_13,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_19,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_20,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_21,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_22,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_38,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_52,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_59,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_77,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_87,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_96,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_102,SIMILAR_PURPOSE,1,similar purpose,0
